sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4454,14172.504,431.971,33203.828,585.223,325430,25014469,440884
Burst Shot,184.7149,28788.863,53.941,7058.677,169.52,40637,5317732,127710
Refulgent Arrow,91.64169999999999,40701.384,34.059,4951.071,232.051,25659,3729944,174818
Shot,248.0,9357.5,26.335,3080.409,53.393,19840,2320660,40224
Heartbreak Shot,89.94279999999999,25601.126,21.489,3056.486,119.749,16189,2302637,90214
Pitch Perfect,32.5026,54544.498,14.308,2353.238,204.805,10779,1772838,154292
Empyreal Arrow,49.0,36077.857,16.911,2346.571,91.667,12740,1767815,69058
Radiant Encore,7.0,207933.857,9.69,1932.058,200.442,7300,1455537,151005
Apex Arrow,12.0,110792.5,10.849,1764.771,327.908,8173,1329510,247033
Blast Arrow,11.6434,114051.995,10.818,1762.705,144.303,8150,1327953,108712
Stormbite (dot),251.0,3651.641,8.329,1216.631,21.14,6275,916562,15926
Resonant Arrow,7.0,127684.571,5.947,1186.406,122.038,4480,893792,91939
Sidewinder,13.0,65971.615,6.902,1138.406,87.457,5200,857631,65887
Caustic Bite (dot),250.0,2922.92,6.637,969.96,16.892,5000,730730,12726
Iron Jaws,18.0,14450.056,2.389,345.254,22.372,1800,260101,16854
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
