sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
162500,163574,Brutal Shell,380,1.0,1560,5220,4800,450,900,3800,1680,3000,1800,2640,720,1320,3000,3000,2700,2400,3000,4140,1020,1800,3360
163293,163825,Auto,90,1.0,1560,5310,4800,450,900,3800,1680,3000,1800,2640,720,1320,3000,3000,2700,2400,3000,4140,1020,1800,3360
166093,166625,Auto,90,1.0,1560,5400,4800,450,900,3800,1680,3000,1800,2640,720,1320,3000,3000,2700,2400,3000,4140,1020,1800,3360
165000,166653,Solid Barrel,460,1.0,1560,5400,4800,450,900,3800,1680,3000,1800,2640,720,1320,3000,3000,2700,2400,3000,4600,1020,1800,3360
167500,168214,Burst Strike,420,1.0,1560,5400,4800,450,900,3800,2100,3000,1800,2640,720,1320,3000,3000,2700,2400,3000,4600,1020,1800,3360
168125,168883,Hypervelocity,180,1.0,1560,5400,4800,450,900,3800,2100,3000,1800,2640,900,1320,3000,3000,2700,2400,3000,4600,1020,1800,3360
168893,169425,Auto,90,1.0,1560,5490,4800,450,900,3800,2100,3000,1800,2640,900,1320,3000,3000,2700,2400,3000,4600,1020,1800,3360
170000,170893,Keen Edge,300,1.0,1560,5490,4800,450,900,3800,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,4600,1020,1800,3360
171693,172225,Auto,90,1.0,1560,5580,4800,450,900,3800,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,4600,1020,1800,3360
172500,173574,Brutal Shell,380,1.0,1560,5580,4800,450,900,4180,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,4600,1020,1800,3360
174493,175025,Auto,90,1.0,1560,5670,4800,450,900,4180,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,4600,1020,1800,3360
175000,176653,Solid Barrel,460,1.0,1560,5670,4800,450,900,4180,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
177293,177825,Auto,90,1.0,1560,5760,4800,450,900,4180,2100,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
177500,178214,Burst Strike,420,1.0,1560,5760,4800,450,900,4180,2520,3000,1800,2640,900,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
178125,178883,Hypervelocity,180,1.0,1560,5760,4800,450,900,4180,2520,3000,1800,2640,1080,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
180000,180623,Gnashing Fang,440,1.0,1560,5760,4800,450,900,4180,2520,3000,1800,3080,1080,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
180093,180625,Auto,90,1.0,1560,5850,4800,450,900,4180,2520,3000,1800,3080,1080,1320,3300,3000,2700,2400,3000,5060,1020,1800,3360
180625,181427,Jugular Rip,220,1.0,1560,5850,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3000,5060,1020,1800,3360
182500,183125,Savage Claw,500,1.0,1560,5850,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3360
182893,183425,Auto,90,1.0,1560,5940,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3360
183750,184507,Abdomen Tear,260,1.0,1820,5940,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3360
185000,186162,Wicked Talon,560,1.0,1820,5940,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3920
185693,186225,Auto,90,1.0,1820,6030,4800,450,900,4180,2520,3000,1800,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3920
186250,187231,Eye Gouge,300,1.0,1820,6030,4800,450,900,4180,2520,3000,2100,3080,1080,1540,3300,3000,2700,2400,3500,5060,1020,1800,3920
187500,188660,Reign of Beasts,800,1.0,1820,6030,4800,450,900,4180,2520,3000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
188493,189025,Auto,90,1.0,1820,6120,4800,450,900,4180,2520,3000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
190000,190716,Double Down,1000,1.0,1820,6120,4800,450,900,4180,2520,4000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
190625,191252,Bow Shock,150,1.0,1820,6120,4800,600,900,4180,2520,4000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
191293,191825,Auto,90,1.0,1820,6210,4800,600,900,4180,2520,4000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
191250,191875,Blasting Zone,800,1.0,1820,6210,5600,600,900,4180,2520,4000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
190625,193500,Bow Shock (dot),60,1.0,1820,6210,5600,600,960,4180,2520,4000,2100,3080,1080,1540,3300,3000,2700,3200,3500,5060,1020,1800,3920
192500,194150,Noble Blood,900,1.0,1820,6210,5600,600,960,4180,2520,4000,2100,3080,1080,1540,3300,3000,3600,3200,3500,5060,1020,1800,3920
194093,194625,Auto,90,1.0,1820,6300,5600,600,960,4180,2520,4000,2100,3080,1080,1540,3300,3000,3600,3200,3500,5060,1020,1800,3920
190625,196500,Bow Shock (dot),60,1.0,1820,6300,5600,600,1020,4180,2520,4000,2100,3080,1080,1540,3300,3000,3600,3200,3500,5060,1020,1800,3920
195000,196790,Lion Heart,1000,1.0,1820,6300,5600,600,1020,4180,2520,4000,2100,3080,1080,1540,3300,4000,3600,3200,3500,5060,1020,1800,3920
196893,197425,Auto,90,1.0,1820,6390,5600,600,1020,4180,2520,4000,2100,3080,1080,1540,3300,4000,3600,3200,3500,5060,1020,1800,3920
197500,198123,Gnashing Fang,440,1.0,1820,6390,5600,600,1020,4180,2520,4000,2100,3520,1080,1540,3300,4000,3600,3200,3500,5060,1020,1800,3920
198125,198927,Jugular Rip,220,1.0,1820,6390,5600,600,1020,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,3500,5060,1020,1800,3920
190625,199500,Bow Shock (dot),60,1.0,1820,6390,5600,600,1080,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,3500,5060,1020,1800,3920
199693,200225,Auto,90,1.0,1820,6480,5600,600,1080,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,3500,5060,1020,1800,3920
200000,200625,Savage Claw,500,1.0,1820,6480,5600,600,1080,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,3920
200625,201382,Abdomen Tear,260,1.0,2080,6480,5600,600,1080,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,3920
190625,202500,Bow Shock (dot),60,1.0,2080,6480,5600,600,1140,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,3920
202493,203025,Auto,90,1.0,2080,6570,5600,600,1140,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,3920
202500,203662,Wicked Talon,560,1.0,2080,6570,5600,600,1140,4180,2520,4000,2100,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,4480
203125,204106,Eye Gouge,300,1.0,2080,6570,5600,600,1140,4180,2520,4000,2400,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,4480
190625,205500,Bow Shock (dot),60,1.0,2080,6570,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3300,4000,3600,3200,4000,5060,1020,1800,4480
205000,205581,Sonic Break,340,1.0,2080,6570,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3300,4000,3600,3200,4000,5060,1360,1800,4480
205293,205825,Auto,90,1.0,2080,6660,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3300,4000,3600,3200,4000,5060,1360,1800,4480
207500,208393,Keen Edge,300,1.0,2080,6660,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,1800,4480
205000,208500,Sonic Break (dot),120,1.0,2080,6660,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,1920,4480
208093,208625,Auto,90,1.0,2080,6750,5600,600,1200,4180,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,1920,4480
210000,211074,Brutal Shell,380,1.0,2080,6750,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,1920,4480
210893,211425,Auto,90,1.0,2080,6840,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,1920,4480
205000,211500,Sonic Break (dot),120,1.0,2080,6840,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5060,1360,2040,4480
212500,214153,Solid Barrel,460,1.0,2080,6840,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5520,1360,2040,4480
213693,214225,Auto,90,1.0,2080,6930,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5520,1360,2040,4480
205000,214500,Sonic Break (dot),120,1.0,2080,6930,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3600,4000,3600,3200,4000,5520,1360,2160,4480
215000,215893,Keen Edge,300,1.0,2080,6930,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2160,4480
216493,217025,Auto,90,1.0,2080,7020,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2160,4480
205000,217500,Sonic Break (dot),120,1.0,2080,7020,5600,600,1200,4560,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2280,4480
217500,218574,Brutal Shell,380,1.0,2080,7020,5600,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2280,4480
219293,219825,Auto,90,1.0,2080,7110,5600,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2280,4480
205000,220500,Sonic Break (dot),120,1.0,2080,7110,5600,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2400,4480
220625,221250,Blasting Zone,800,1.0,2080,7110,6400,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5520,1360,2400,4480
220000,221653,Solid Barrel,460,1.0,2080,7110,6400,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5980,1360,2400,4480
222093,222625,Auto,90,1.0,2080,7200,6400,600,1200,4940,2520,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5980,1360,2400,4480
222500,223214,Burst Strike,420,1.0,2080,7200,6400,600,1200,4940,2940,4000,2400,3520,1080,1760,3900,4000,3600,3200,4000,5980,1360,2400,4480
223125,223883,Hypervelocity,180,1.0,2080,7200,6400,600,1200,4940,2940,4000,2400,3520,1260,1760,3900,4000,3600,3200,4000,5980,1360,2400,4480
224893,225425,Auto,90,1.0,2080,7290,6400,600,1200,4940,2940,4000,2400,3520,1260,1760,3900,4000,3600,3200,4000,5980,1360,2400,4480
225000,225893,Keen Edge,300,1.0,2080,7290,6400,600,1200,4940,2940,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,5980,1360,2400,4480
227693,228225,Auto,90,1.0,2080,7380,6400,600,1200,4940,2940,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,5980,1360,2400,4480
227500,228574,Brutal Shell,380,1.0,2080,7380,6400,600,1200,5320,2940,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,5980,1360,2400,4480
230493,231025,Auto,90,1.0,2080,7470,6400,600,1200,5320,2940,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,5980,1360,2400,4480
230000,231653,Solid Barrel,460,1.0,2080,7470,6400,600,1200,5320,2940,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,6440,1360,2400,4480
232500,233214,Burst Strike,420,1.0,2080,7470,6400,600,1200,5320,3360,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,6440,1360,2400,4480
233293,233825,Auto,90,1.0,2080,7560,6400,600,1200,5320,3360,4000,2400,3520,1260,1760,4200,4000,3600,3200,4000,6440,1360,2400,4480
233125,233883,Hypervelocity,180,1.0,2080,7560,6400,600,1200,5320,3360,4000,2400,3520,1440,1760,4200,4000,3600,3200,4000,6440,1360,2400,4480
235000,235893,Keen Edge,300,1.0,2080,7560,6400,600,1200,5320,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6440,1360,2400,4480
236093,236625,Auto,90,1.0,2080,7650,6400,600,1200,5320,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6440,1360,2400,4480
237500,238574,Brutal Shell,380,1.0,2080,7650,6400,600,1200,5700,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6440,1360,2400,4480
238893,239425,Auto,90,1.0,2080,7740,6400,600,1200,5700,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6440,1360,2400,4480
240000,241653,Solid Barrel,460,1.0,2080,7740,6400,600,1200,5700,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6900,1360,2400,4480
241693,242225,Auto,90,1.0,2080,7830,6400,600,1200,5700,3360,4000,2400,3520,1440,1760,4500,4000,3600,3200,4000,6900,1360,2400,4480
242500,243123,Gnashing Fang,440,1.0,2080,7830,6400,600,1200,5700,3360,4000,2400,3960,1440,1760,4500,4000,3600,3200,4000,6900,1360,2400,4480
243750,244552,Jugular Rip,220,1.0,2080,7830,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4000,6900,1360,2400,4480
244493,245025,Auto,90,1.0,2080,7920,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4000,6900,1360,2400,4480
245000,245625,Savage Claw,500,1.0,2080,7920,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,4480
246250,247007,Abdomen Tear,260,1.0,2340,7920,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,4480
247293,247825,Auto,90,1.0,2340,8010,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,4480
247500,248662,Wicked Talon,560,1.0,2340,8010,6400,600,1200,5700,3360,4000,2400,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
248125,249106,Eye Gouge,300,1.0,2340,8010,6400,600,1200,5700,3360,4000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
250093,250625,Auto,90,1.0,2340,8100,6400,600,1200,5700,3360,4000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
250000,250716,Double Down,1000,1.0,2340,8100,6400,600,1200,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
250625,251252,Bow Shock,150,1.0,2340,8100,6400,750,1200,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
251250,251875,Blasting Zone,800,1.0,2340,8100,7200,750,1200,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
252893,253425,Auto,90,1.0,2340,8190,7200,750,1200,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
250625,253500,Bow Shock (dot),60,1.0,2340,8190,7200,750,1260,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,3200,4500,6900,1360,2400,5040
252500,253660,Reign of Beasts,800,1.0,2340,8190,7200,750,1260,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,4000,4500,6900,1360,2400,5040
255693,256225,Auto,90,1.0,2340,8280,7200,750,1260,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,4000,4500,6900,1360,2400,5040
250625,256500,Bow Shock (dot),60,1.0,2340,8280,7200,750,1320,5700,3360,5000,2700,3960,1440,1980,4500,4000,3600,4000,4500,6900,1360,2400,5040
255000,256650,Noble Blood,900,1.0,2340,8280,7200,750,1320,5700,3360,5000,2700,3960,1440,1980,4500,4000,4500,4000,4500,6900,1360,2400,5040
258493,259025,Auto,90,1.0,2340,8370,7200,750,1320,5700,3360,5000,2700,3960,1440,1980,4500,4000,4500,4000,4500,6900,1360,2400,5040
257500,259290,Lion Heart,1000,1.0,2340,8370,7200,750,1320,5700,3360,5000,2700,3960,1440,1980,4500,5000,4500,4000,4500,6900,1360,2400,5040
250625,259500,Bow Shock (dot),60,1.0,2340,8370,7200,750,1380,5700,3360,5000,2700,3960,1440,1980,4500,5000,4500,4000,4500,6900,1360,2400,5040
260000,260623,Gnashing Fang,440,1.0,2340,8370,7200,750,1380,5700,3360,5000,2700,4400,1440,1980,4500,5000,4500,4000,4500,6900,1360,2400,5040
260625,261427,Jugular Rip,220,1.0,2340,8370,7200,750,1380,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,4500,6900,1360,2400,5040
261293,261825,Auto,90,1.0,2340,8460,7200,750,1380,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,4500,6900,1360,2400,5040
250625,262500,Bow Shock (dot),60,1.0,2340,8460,7200,750,1440,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,4500,6900,1360,2400,5040
262500,263125,Savage Claw,500,1.0,2340,8460,7200,750,1440,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1360,2400,5040
263125,263882,Abdomen Tear,260,1.0,2600,8460,7200,750,1440,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1360,2400,5040
264093,264625,Auto,90,1.0,2600,8550,7200,750,1440,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1360,2400,5040
250625,265500,Bow Shock (dot),60,1.0,2600,8550,7200,750,1500,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1360,2400,5040
265000,265581,Sonic Break,340,1.0,2600,8550,7200,750,1500,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2400,5040
266893,267425,Auto,90,1.0,2600,8640,7200,750,1500,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2400,5040
265000,268500,Sonic Break (dot),120,1.0,2600,8640,7200,750,1500,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2520,5040
267500,268662,Wicked Talon,560,1.0,2600,8640,7200,750,1500,5700,3360,5000,2700,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2520,5600
268125,269106,Eye Gouge,300,1.0,2600,8640,7200,750,1500,5700,3360,5000,3000,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2520,5600
269693,270225,Auto,90,1.0,2600,8730,7200,750,1500,5700,3360,5000,3000,4400,1440,2200,4500,5000,4500,4000,5000,6900,1700,2520,5600
270000,270893,Keen Edge,300,1.0,2600,8730,7200,750,1500,5700,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2520,5600
265000,271500,Sonic Break (dot),120,1.0,2600,8730,7200,750,1500,5700,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2640,5600
272493,273025,Auto,90,1.0,2600,8820,7200,750,1500,5700,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2640,5600
272500,273574,Brutal Shell,380,1.0,2600,8820,7200,750,1500,6080,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2640,5600
265000,274500,Sonic Break (dot),120,1.0,2600,8820,7200,750,1500,6080,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2760,5600
275293,275825,Auto,90,1.0,2600,8910,7200,750,1500,6080,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,6900,1700,2760,5600
275000,276653,Solid Barrel,460,1.0,2600,8910,7200,750,1500,6080,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,7360,1700,2760,5600
265000,277500,Sonic Break (dot),120,1.0,2600,8910,7200,750,1500,6080,3360,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,7360,1700,2880,5600
277500,278214,Burst Strike,420,1.0,2600,8910,7200,750,1500,6080,3780,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,7360,1700,2880,5600
278093,278625,Auto,90,1.0,2600,9000,7200,750,1500,6080,3780,5000,3000,4400,1440,2200,4800,5000,4500,4000,5000,7360,1700,2880,5600
278125,278883,Hypervelocity,180,1.0,2600,9000,7200,750,1500,6080,3780,5000,3000,4400,1620,2200,4800,5000,4500,4000,5000,7360,1700,2880,5600
265000,280500,Sonic Break (dot),120,1.0,2600,9000,7200,750,1500,6080,3780,5000,3000,4400,1620,2200,4800,5000,4500,4000,5000,7360,1700,3000,5600
280000,280893,Keen Edge,300,1.0,2600,9000,7200,750,1500,6080,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7360,1700,3000,5600
280625,281250,Blasting Zone,800,1.0,2600,9000,8000,750,1500,6080,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7360,1700,3000,5600
280893,281425,Auto,90,1.0,2600,9090,8000,750,1500,6080,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7360,1700,3000,5600
282500,283574,Brutal Shell,380,1.0,2600,9090,8000,750,1500,6460,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7360,1700,3000,5600
283693,284225,Auto,90,1.0,2600,9180,8000,750,1500,6460,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7360,1700,3000,5600
285000,286653,Solid Barrel,460,1.0,2600,9180,8000,750,1500,6460,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7820,1700,3000,5600
286493,287025,Auto,90,1.0,2600,9270,8000,750,1500,6460,3780,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7820,1700,3000,5600
287500,288214,Burst Strike,420,1.0,2600,9270,8000,750,1500,6460,4200,5000,3000,4400,1620,2200,5100,5000,4500,4000,5000,7820,1700,3000,5600
288125,288883,Hypervelocity,180,1.0,2600,9270,8000,750,1500,6460,4200,5000,3000,4400,1800,2200,5100,5000,4500,4000,5000,7820,1700,3000,5600
289293,289825,Auto,90,1.0,2600,9360,8000,750,1500,6460,4200,5000,3000,4400,1800,2200,5100,5000,4500,4000,5000,7820,1700,3000,5600
290000,290893,Keen Edge,300,1.0,2600,9360,8000,750,1500,6460,4200,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,7820,1700,3000,5600
292093,292625,Auto,90,1.0,2600,9450,8000,750,1500,6460,4200,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,7820,1700,3000,5600
292500,293574,Brutal Shell,380,1.0,2600,9450,8000,750,1500,6840,4200,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,7820,1700,3000,5600
294893,295425,Auto,90,1.0,2600,9540,8000,750,1500,6840,4200,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,7820,1700,3000,5600
295000,296653,Solid Barrel,460,1.0,2600,9540,8000,750,1500,6840,4200,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
297500,298214,Burst Strike,420,1.0,2600,9540,8000,750,1500,6840,4620,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
297693,298225,Auto,90,1.0,2600,9630,8000,750,1500,6840,4620,5000,3000,4400,1800,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
298125,298883,Hypervelocity,180,1.0,2600,9630,8000,750,1500,6840,4620,5000,3000,4400,1980,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
300000,300623,Gnashing Fang,440,1.0,2600,9630,8000,750,1500,6840,4620,5000,3000,4840,1980,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
300493,301025,Auto,90,1.0,2600,9720,8000,750,1500,6840,4620,5000,3000,4840,1980,2200,5400,5000,4500,4000,5000,8280,1700,3000,5600
300625,301427,Jugular Rip,220,1.0,2600,9720,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5000,8280,1700,3000,5600
302500,303125,Savage Claw,500,1.0,2600,9720,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,5600
303293,303825,Auto,90,1.0,2600,9810,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,5600
303750,304507,Abdomen Tear,260,1.0,2860,9810,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,5600
305000,306162,Wicked Talon,560,1.0,2860,9810,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,6160
306093,306625,Auto,90,1.0,2860,9900,8000,750,1500,6840,4620,5000,3000,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,6160
306250,307231,Eye Gouge,300,1.0,2860,9900,8000,750,1500,6840,4620,5000,3300,4840,1980,2420,5400,5000,4500,4000,5500,8280,1700,3000,6160
307500,308660,Reign of Beasts,800,1.0,2860,9900,8000,750,1500,6840,4620,5000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
308893,309425,Auto,90,1.0,2860,9990,8000,750,1500,6840,4620,5000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
310000,310716,Double Down,1000,1.0,2860,9990,8000,750,1500,6840,4620,6000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
310625,311252,Bow Shock,150,1.0,2860,9990,8000,900,1500,6840,4620,6000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
311250,311875,Blasting Zone,800,1.0,2860,9990,8800,900,1500,6840,4620,6000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
311693,312225,Auto,90,1.0,2860,10080,8800,900,1500,6840,4620,6000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
310625,313500,Bow Shock (dot),60,1.0,2860,10080,8800,900,1560,6840,4620,6000,3300,4840,1980,2420,5400,5000,4500,4800,5500,8280,1700,3000,6160
312500,314150,Noble Blood,900,1.0,2860,10080,8800,900,1560,6840,4620,6000,3300,4840,1980,2420,5400,5000,5400,4800,5500,8280,1700,3000,6160
314493,315025,Auto,90,1.0,2860,10170,8800,900,1560,6840,4620,6000,3300,4840,1980,2420,5400,5000,5400,4800,5500,8280,1700,3000,6160
310625,316500,Bow Shock (dot),60,1.0,2860,10170,8800,900,1620,6840,4620,6000,3300,4840,1980,2420,5400,5000,5400,4800,5500,8280,1700,3000,6160
315000,316790,Lion Heart,1000,1.0,2860,10170,8800,900,1620,6840,4620,6000,3300,4840,1980,2420,5400,6000,5400,4800,5500,8280,1700,3000,6160
317293,317825,Auto,90,1.0,2860,10260,8800,900,1620,6840,4620,6000,3300,4840,1980,2420,5400,6000,5400,4800,5500,8280,1700,3000,6160
317500,318123,Gnashing Fang,440,1.0,2860,10260,8800,900,1620,6840,4620,6000,3300,5280,1980,2420,5400,6000,5400,4800,5500,8280,1700,3000,6160
