sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,33166.639,300.405,32096.023,412.532,226300,24178480,310767
Souleater,73,44922.151,46.514,4353.17,134.25,35040,3279317,101133
Edge of Shadow,47,55530.617,28.7,3464.596,138.405,21620,2609939,104263
Syphon Strike,73,35599.863,36.824,3449.796,106.385,27740,2598790,80142
Bloodspiller,37,61284.135,29.47,3010.038,133.373,22200,2267513,100472
Auto,255,8687.471,30.465,2940.734,49.246,22950,2215305,37098
Hard Slash,73,27953.603,29.071,2708.837,83.497,21900,2040613,62900
Torcleaver,13,92644.077,14.151,1598.76,121.195,10660,1204373,91298
Shadowbringer,14,79688.857,11.151,1480.975,107.901,8400,1115644,81284
Comeuppance,13,81343.769,12.425,1403.75,106.412,9360,1057469,80162
Disesteem,7,132821.857,9.292,1234.212,127.172,7000,929753,95801
Scarlet Delirium,13,70044.923,10.699,1208.766,91.629,8060,910584,69026
Carve and Spit,13,61007.538,9.319,1052.808,79.807,7020,793098,60120
Disesteem (pet),7,87163.714,5.761,809.946,83.463,4340,610146,62874
Shadowbringer (pet),7,80132.286,5.297,744.608,76.729,3990,560926,57801
Salt and Darkness,9,52900.333,5.974,632.009,57.417,4500,476103,43253
Abyssal Drain (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Bloodspiller (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Edge of Shadow (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Salted Earth (dot),45,4982.556,2.987,297.637,11.848,2250,224215,8925
Salted Earth,9,4982.556,0.597,59.527,5.298,450,44843,3991
