sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,885.3142,21843.711,704.828,44815.766,690.173,528710,33617471,517717
Leaping Opo,82.0,79578.463,50.285,8699.117,108.463,37720,6525434,81361
Auto,435.0,9216.88,52.191,5344.893,70.334,39150,4009343,52759
The Forbidden Chakra,63.3142,56496.031,33.761,4768.534,450.412,25325,3577001,337866
Dragon Kick,82.0,39778.976,34.981,4348.437,132.664,26240,3261876,99515
Pouncing Coeurl,60.0,53711.983,41.593,4296.237,146.227,31200,3222719,109689
Fire's Reply,13.0,202950.462,24.263,3517.217,268.407,18200,2638356,201339
Rising Raptor,45.0,55453.178,32.395,3326.632,130.653,24300,2495393,98006
Twin Snakes,45.0,42970.978,25.196,2577.826,101.23,18900,1933694,75935
Phantom Rush,6.0,255095.0,11.998,2040.417,227.892,9000,1530570,170948
Demolish,30.0,42924.433,16.797,1716.689,82.517,12600,1287733,61898
Wind's Reply,9.0,134250.778,12.478,1610.739,149.398,9360,1208257,112067
Elixir Burst,8.0,150668.625,9.598,1606.862,154.911,7200,1205349,116203
Rising Phoenix,6.0,103762.0,7.199,829.957,88.757,5400,622572,66579
Six-sided Star,1.0,99174.0,1.217,132.21,73.994,913,99174,55505
