sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
68691,70500,Caustic Bite (dot),2491.0,73281,70056,469968,18696,84157,187897,306357,33845,280572,149770,397182,136931,236040,85584,12331,104945
68691,70500,Stormbite (dot),3115.0,73281,70056,469968,18696,84157,187897,306357,33845,280572,149770,397182,136931,236040,85584,12331,108060
69920,70678,Shot,8399.0,73281,70056,469968,18696,84157,187897,306357,33845,280572,149770,397182,136931,244439,85584,12331,108060
70170,70700,Sidewinder,49833.0,73281,70056,469968,18696,84157,187897,306357,33845,280572,149770,397182,136931,244439,135417,12331,108060
71181,72651,Refulgent Arrow,18025.0,73281,70056,469968,18696,84157,187897,306357,33845,280572,149770,415207,136931,244439,135417,12331,108060
71181,72651,Burst Shot,13242.0,73281,70056,483210,18696,84157,187897,306357,33845,280572,149770,415207,136931,244439,135417,12331,108060
71831,73481,Heartbreak Shot,9072.0,73281,70056,483210,18696,84157,187897,315429,33845,280572,149770,415207,136931,244439,135417,12331,108060
68691,73500,Caustic Bite (dot),2491.0,73281,70056,483210,18696,86648,187897,315429,33845,280572,149770,415207,136931,244439,135417,12331,108060
68691,73500,Stormbite (dot),3115.0,73281,70056,483210,18696,86648,187897,315429,33845,280572,149770,415207,136931,244439,135417,12331,111175
72960,73718,Shot,8399.0,73281,70056,483210,18696,86648,187897,315429,33845,280572,149770,415207,136931,252838,135417,12331,111175
73671,75141,Refulgent Arrow,9089.0,73281,70056,483210,18696,86648,187897,315429,33845,280572,149770,424296,136931,252838,135417,12331,111175
73671,75141,Burst Shot,20263.0,73281,70056,503473,18696,86648,187897,315429,33845,280572,149770,424296,136931,252838,135417,12331,111175
74321,75971,Heartbreak Shot,20208.0,73281,70056,503473,18696,86648,187897,335637,33845,280572,149770,424296,136931,252838,135417,12331,111175
68691,76500,Caustic Bite (dot),2491.0,73281,70056,503473,18696,89139,187897,335637,33845,280572,149770,424296,136931,252838,135417,12331,111175
68691,76500,Stormbite (dot),3115.0,73281,70056,503473,18696,89139,187897,335637,33845,280572,149770,424296,136931,252838,135417,12331,114290
76000,76758,Shot,8399.0,73281,70056,503473,18696,89139,187897,335637,33845,280572,149770,424296,136931,261237,135417,12331,114290
76162,77632,Refulgent Arrow,8761.0,73281,70056,503473,18696,89139,187897,335637,33845,280572,149770,433057,136931,261237,135417,12331,114290
76162,77632,Burst Shot,20521.0,73281,70056,523994,18696,89139,187897,335637,33845,280572,149770,433057,136931,261237,135417,12331,114290
77020,78050,Empyreal Arrow,32390.0,73281,70056,523994,18696,89139,220287,335637,33845,280572,149770,433057,136931,261237,135417,12331,114290
77640,79290,Heartbreak Shot,20127.0,73281,70056,523994,18696,89139,220287,355764,33845,280572,149770,433057,136931,261237,135417,12331,114290
68691,79500,Caustic Bite (dot),2491.0,73281,70056,523994,18696,91630,220287,355764,33845,280572,149770,433057,136931,261237,135417,12331,114290
68691,79500,Stormbite (dot),3115.0,73281,70056,523994,18696,91630,220287,355764,33845,280572,149770,433057,136931,261237,135417,12331,117405
79040,79798,Shot,8399.0,73281,70056,523994,18696,91630,220287,355764,33845,280572,149770,433057,136931,269636,135417,12331,117405
78652,80122,Refulgent Arrow,9155.0,73281,70056,523994,18696,91630,220287,355764,33845,280572,149770,442212,136931,269636,135417,12331,117405
78652,80122,Burst Shot,20211.0,73281,70056,544205,18696,91630,220287,355764,33845,280572,149770,442212,136931,269636,135417,12331,117405
79272,80922,Heartbreak Shot,8976.0,73281,70056,544205,18696,91630,220287,364740,33845,280572,149770,442212,136931,269636,135417,12331,117405
68691,82500,Stormbite (dot),3115.0,73281,70056,544205,18696,91630,220287,364740,33845,280572,149770,442212,136931,269636,135417,12331,120520
68691,82500,Caustic Bite (dot),2491.0,73281,70056,544205,18696,94121,220287,364740,33845,280572,149770,442212,136931,269636,135417,12331,120520
81142,82612,Burst Shot,20334.0,73281,70056,564539,18696,94121,220287,364740,33845,280572,149770,442212,136931,269636,135417,12331,120520
81142,82612,Refulgent Arrow,8998.0,73281,70056,564539,18696,94121,220287,364740,33845,280572,149770,451210,136931,269636,135417,12331,120520
82080,82838,Shot,8374.0,73281,70056,564539,18696,94121,220287,364740,33845,280572,149770,451210,136931,278010,135417,12331,120520
82382,84032,Heartbreak Shot,20107.0,73281,70056,564539,18696,94121,220287,384847,33845,280572,149770,451210,136931,278010,135417,12331,120520
83632,85102,Burst Shot,20216.0,73281,70056,584755,18696,94121,220287,384847,33845,280572,149770,451210,136931,278010,135417,12331,120520
83632,85102,Refulgent Arrow,9044.0,73281,70056,584755,18696,94121,220287,384847,33845,280572,149770,460254,136931,278010,135417,12331,120520
68691,85500,Stormbite (dot),3115.0,73281,70056,584755,18696,94121,220287,384847,33845,280572,149770,460254,136931,278010,135417,12331,123635
68691,85500,Caustic Bite (dot),2491.0,73281,70056,584755,18696,96612,220287,384847,33845,280572,149770,460254,136931,278010,135417,12331,123635
85120,85878,Shot,8374.0,73281,70056,584755,18696,96612,220287,384847,33845,280572,149770,460254,136931,286384,135417,12331,123635
86122,87592,Refulgent Arrow,8951.0,73281,70056,584755,18696,96612,220287,384847,33845,280572,149770,469205,136931,286384,135417,12331,123635
86122,87592,Burst Shot,20290.0,73281,70056,605045,18696,96612,220287,384847,33845,280572,149770,469205,136931,286384,135417,12331,123635
68691,88500,Caustic Bite (dot),2491.0,73281,70056,605045,18696,99103,220287,384847,33845,280572,149770,469205,136931,286384,135417,12331,123635
68691,88500,Stormbite (dot),3115.0,73281,70056,605045,18696,99103,220287,384847,33845,280572,149770,469205,136931,286384,135417,12331,126750
88160,88918,Shot,8374.0,73281,70056,605045,18696,99103,220287,384847,33845,280572,149770,469205,136931,294758,135417,12331,126750
88512,89982,Burst Shot,20211.0,73281,70056,625256,18696,99103,220287,384847,33845,280572,149770,469205,136931,294758,135417,12331,126750
