sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aeolian Edge,Aeolian Edge (pet),Armor Crush,Armor Crush (pet),Auto,Bhavacakra,Dokumori,Dream Within a Dream,Fleeting Raiju,Fleeting Raiju (pet),Fuma Shuriken,Gust Slash,Gust Slash (pet),Hyosho Ranryu,Kunai's Bane,Phantom Kamaitachi (pet),Raiton,Spinning Edge,Spinning Edge (pet),Suiton,Tenri Jindo,Zesho Meppo
-900,80,Suiton,59027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59027,0,0
80,612,Auto,7862.0,0,0,0,0,7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59027,0,0
601,1001,Spinning Edge,30857.0,0,0,0,0,7862,0,0,0,0,0,0,0,0,0,0,0,0,30857,0,59027,0,0
2250,2782,Auto,8509.0,0,0,0,0,16371,0,0,0,0,0,0,0,0,0,0,0,0,30857,0,59027,0,0
2721,3121,Gust Slash,44529.0,0,0,0,0,16371,0,0,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
3491,4561,Dokumori,44529.0,0,0,0,0,16371,0,44529,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
4420,4952,Auto,8934.0,0,0,0,0,25305,0,44529,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
4841,6401,Phantom Kamaitachi (pet),76085.0,0,0,0,0,25305,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
7049,7049,Armor Crush (pet),22836.0,0,0,0,22836,25305,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
6590,7122,Auto,11734.0,0,0,0,22836,37039,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
6961,7581,Armor Crush,76767.0,0,0,76767,22836,37039,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
8760,9292,Auto,13682.0,0,0,76767,22836,50721,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
8381,9671,Kunai's Bane,113925.0,0,0,76767,22836,50721,0,44529,0,0,0,0,44529,0,0,113925,76085,0,30857,0,59027,0,0
10082,10702,Hyosho Ranryu,302558.0,0,0,76767,22836,50721,0,44529,0,0,0,0,44529,0,302558,113925,76085,0,30857,0,59027,0,0
10702,11402,Dream Within a Dream,32218.0,0,0,76767,22836,50721,0,44529,32218,0,0,0,44529,0,302558,113925,76085,0,30857,0,59027,0,0
10930,11462,Auto,13682.0,0,0,76767,22836,64403,0,44529,32218,0,0,0,44529,0,302558,113925,76085,0,30857,0,59027,0,0
10702,11552,Dream Within a Dream,32218.0,0,0,76767,22836,64403,0,44529,64436,0,0,0,44529,0,302558,113925,76085,0,30857,0,59027,0,0
10702,11702,Dream Within a Dream,32218.0,0,0,76767,22836,64403,0,44529,96654,0,0,0,44529,0,302558,113925,76085,0,30857,0,59027,0,0
12583,13293,Raiton,132476.0,0,0,76767,22836,64403,0,44529,96654,0,0,0,44529,0,302558,113925,76085,132476,30857,0,59027,0,0
13100,13632,Auto,13682.0,0,0,76767,22836,78085,0,44529,96654,0,0,0,44529,0,302558,113925,76085,132476,30857,0,59027,0,0
