sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,222.0,444,0,22516,44823,0
4600,5400,Broil IV,44823.0,444,0,22516,89646,0
-200,7500,Biolysis (dot),11258.0,444,0,33774,89646,0
7940,8740,Broil IV,55614.0,444,0,33774,145260,0
8440,8972,Auto,275.0,719,0,33774,145260,0
8543,9613,Energy Drain,17392.0,719,0,33774,145260,17392
-200,10500,Biolysis (dot),11258.0,719,0,45032,145260,17392
10340,11140,Broil IV,55614.0,719,0,45032,200874,17392
10943,12013,Energy Drain,17392.0,719,0,45032,200874,34784
11560,12092,Auto,275.0,994,0,45032,200874,34784
-200,13500,Biolysis (dot),11258.0,994,0,56290,200874,34784
12740,13540,Broil IV,55614.0,994,0,56290,256488,34784
13343,14413,Energy Drain,17392.0,994,0,56290,256488,52176
15140,15940,Broil IV,55614.0,994,0,56290,312102,52176
15640,16172,Auto,275.0,1269,0,56290,312102,52176
-200,16500,Biolysis (dot),11258.0,1269,0,67548,312102,52176
17540,18340,Broil IV,55614.0,1269,0,67548,367716,52176
18760,19292,Auto,275.0,1544,0,67548,367716,52176
-200,19500,Biolysis (dot),11258.0,1544,0,78806,367716,52176
18143,19500,Baneful Impaction (dot),25265.0,1544,25265,78806,367716,52176
19940,20740,Broil IV,55614.0,1544,25265,78806,423330,52176
20543,21613,Energy Drain,17392.0,1544,25265,78806,423330,69568
-200,22500,Biolysis (dot),11258.0,1544,25265,90064,423330,69568
18143,22500,Baneful Impaction (dot),25265.0,1544,50530,90064,423330,69568
22340,23140,Broil IV,55614.0,1544,50530,90064,478944,69568
22840,23372,Auto,275.0,1819,50530,90064,478944,69568
22943,24013,Energy Drain,17392.0,1819,50530,90064,478944,86960
24420,25490,Energy Drain,17392.0,1819,50530,90064,478944,104352
23800,25500,Biolysis (dot),15279.0,1819,50530,105343,478944,104352
18143,25500,Baneful Impaction (dot),25265.0,1819,75795,105343,478944,104352
25960,26492,Auto,238.0,2057,75795,105343,478944,104352
27140,27940,Broil IV,44823.0,2057,75795,105343,523767,104352
23800,28500,Biolysis (dot),15279.0,2057,75795,120622,523767,104352
18143,28500,Baneful Impaction (dot),25265.0,2057,101060,120622,523767,104352
29541,30341,Broil IV,44823.0,2057,101060,120622,568590,104352
30041,30573,Auto,222.0,2279,101060,120622,568590,104352
23800,31500,Biolysis (dot),15279.0,2279,101060,135901,568590,104352
18143,31500,Baneful Impaction (dot),25265.0,2279,126325,135901,568590,104352
31941,32741,Broil IV,41419.0,2279,126325,135901,610009,104352
33161,33693,Auto,222.0,2501,126325,135901,610009,104352
23800,34500,Biolysis (dot),15279.0,2501,126325,151180,610009,104352
34341,35141,Broil IV,41419.0,2501,126325,151180,651428,104352
23800,37500,Biolysis (dot),15279.0,2501,126325,166459,651428,104352
36741,37541,Broil IV,41419.0,2501,126325,166459,692847,104352
37241,37773,Auto,222.0,2723,126325,166459,692847,104352
39141,39941,Broil IV,41419.0,2723,126325,166459,734266,104352
23800,40500,Biolysis (dot),15279.0,2723,126325,181738,734266,104352
40361,40893,Auto,222.0,2945,126325,181738,734266,104352
41541,42341,Broil IV,41419.0,2945,126325,181738,775685,104352
23800,43500,Biolysis (dot),15279.0,2945,126325,197017,775685,104352
43941,44741,Broil IV,41396.0,2945,126325,197017,817081,104352
44441,44973,Auto,221.0,3166,126325,197017,817081,104352
23800,46500,Biolysis (dot),15279.0,3166,126325,212296,817081,104352
46341,47141,Broil IV,41396.0,3166,126325,212296,858477,104352
47561,48093,Auto,221.0,3387,126325,212296,858477,104352
23800,49500,Biolysis (dot),15279.0,3387,126325,227575,858477,104352
48741,49541,Broil IV,41396.0,3387,126325,227575,899873,104352
51141,51941,Broil IV,41396.0,3387,126325,227575,941269,104352
51641,52173,Auto,221.0,3608,126325,227575,941269,104352
23800,52500,Biolysis (dot),15279.0,3608,126325,242854,941269,104352
54761,55293,Auto,221.0,3829,126325,242854,941269,104352
52601,55500,Biolysis (dot),11370.0,3829,126325,254224,941269,104352
55941,56741,Broil IV,41396.0,3829,126325,254224,982665,104352
52601,58500,Biolysis (dot),11370.0,3829,126325,265594,982665,104352
58341,59141,Broil IV,41396.0,3829,126325,265594,1024061,104352
58841,59373,Auto,221.0,4050,126325,265594,1024061,104352
52601,61500,Biolysis (dot),11370.0,4050,126325,276964,1024061,104352
60741,61541,Broil IV,41396.0,4050,126325,276964,1065457,104352
61961,62493,Auto,221.0,4271,126325,276964,1065457,104352
63141,63941,Broil IV,41396.0,4271,126325,276964,1106853,104352
52601,64500,Biolysis (dot),11370.0,4271,126325,288334,1106853,104352
65541,66341,Broil IV,41396.0,4271,126325,288334,1148249,104352
66041,66573,Auto,221.0,4492,126325,288334,1148249,104352
52601,67500,Biolysis (dot),11370.0,4492,126325,299704,1148249,104352
