sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,222.0,444,0,22516,44823,0
4600,5400,Broil IV,44823.0,444,0,22516,89646,0
-200,7500,Biolysis (dot),11258.0,444,0,33774,89646,0
7940,8740,Broil IV,54555.0,444,0,33774,144201,0
8440,8972,Auto,270.0,714,0,33774,144201,0
8543,9613,Energy Drain,17061.0,714,0,33774,144201,17061
-200,10500,Biolysis (dot),11258.0,714,0,45032,144201,17061
10340,11140,Broil IV,54555.0,714,0,45032,198756,17061
10943,12013,Energy Drain,17061.0,714,0,45032,198756,34122
11560,12092,Auto,270.0,984,0,45032,198756,34122
-200,13500,Biolysis (dot),11258.0,984,0,56290,198756,34122
12740,13540,Broil IV,54555.0,984,0,56290,253311,34122
13343,14413,Energy Drain,17061.0,984,0,56290,253311,51183
15140,15940,Broil IV,54555.0,984,0,56290,307866,51183
15640,16172,Auto,270.0,1254,0,56290,307866,51183
-200,16500,Biolysis (dot),11258.0,1254,0,67548,307866,51183
17540,18340,Broil IV,54555.0,1254,0,67548,362421,51183
18760,19292,Auto,270.0,1524,0,67548,362421,51183
-200,19500,Biolysis (dot),11258.0,1524,0,78806,362421,51183
18143,19500,Baneful Impaction (dot),24784.0,1524,24784,78806,362421,51183
19940,20740,Broil IV,54555.0,1524,24784,78806,416976,51183
20543,21613,Energy Drain,17061.0,1524,24784,78806,416976,68244
-200,22500,Biolysis (dot),11258.0,1524,24784,90064,416976,68244
18143,22500,Baneful Impaction (dot),24784.0,1524,49568,90064,416976,68244
22340,23140,Broil IV,54555.0,1524,49568,90064,471531,68244
22840,23372,Auto,270.0,1794,49568,90064,471531,68244
22943,24013,Energy Drain,17061.0,1794,49568,90064,471531,85305
24420,25490,Energy Drain,17061.0,1794,49568,90064,471531,102366
23800,25500,Biolysis (dot),14988.0,1794,49568,105052,471531,102366
18143,25500,Baneful Impaction (dot),24784.0,1794,74352,105052,471531,102366
25960,26492,Auto,238.0,2032,74352,105052,471531,102366
27140,27940,Broil IV,44823.0,2032,74352,105052,516354,102366
23800,28500,Biolysis (dot),14988.0,2032,74352,120040,516354,102366
18143,28500,Baneful Impaction (dot),24784.0,2032,99136,120040,516354,102366
29541,30341,Broil IV,44823.0,2032,99136,120040,561177,102366
30041,30573,Auto,222.0,2254,99136,120040,561177,102366
23800,31500,Biolysis (dot),14988.0,2254,99136,135028,561177,102366
18143,31500,Baneful Impaction (dot),24784.0,2254,123920,135028,561177,102366
31941,32741,Broil IV,41419.0,2254,123920,135028,602596,102366
33161,33693,Auto,222.0,2476,123920,135028,602596,102366
23800,34500,Biolysis (dot),14988.0,2476,123920,150016,602596,102366
34341,35141,Broil IV,41419.0,2476,123920,150016,644015,102366
23800,37500,Biolysis (dot),14988.0,2476,123920,165004,644015,102366
36741,37541,Broil IV,41419.0,2476,123920,165004,685434,102366
37241,37773,Auto,222.0,2698,123920,165004,685434,102366
39141,39941,Broil IV,41419.0,2698,123920,165004,726853,102366
23800,40500,Biolysis (dot),14988.0,2698,123920,179992,726853,102366
40361,40893,Auto,222.0,2920,123920,179992,726853,102366
41541,42341,Broil IV,41419.0,2920,123920,179992,768272,102366
23800,43500,Biolysis (dot),14988.0,2920,123920,194980,768272,102366
43941,44741,Broil IV,41396.0,2920,123920,194980,809668,102366
44441,44973,Auto,221.0,3141,123920,194980,809668,102366
23800,46500,Biolysis (dot),14988.0,3141,123920,209968,809668,102366
46341,47141,Broil IV,41396.0,3141,123920,209968,851064,102366
47561,48093,Auto,221.0,3362,123920,209968,851064,102366
23800,49500,Biolysis (dot),14988.0,3362,123920,224956,851064,102366
48741,49541,Broil IV,41396.0,3362,123920,224956,892460,102366
51141,51941,Broil IV,41396.0,3362,123920,224956,933856,102366
51641,52173,Auto,221.0,3583,123920,224956,933856,102366
23800,52500,Biolysis (dot),14988.0,3583,123920,239944,933856,102366
54761,55293,Auto,221.0,3804,123920,239944,933856,102366
52601,55500,Biolysis (dot),11370.0,3804,123920,251314,933856,102366
55941,56741,Broil IV,41396.0,3804,123920,251314,975252,102366
52601,58500,Biolysis (dot),11370.0,3804,123920,262684,975252,102366
58341,59141,Broil IV,41396.0,3804,123920,262684,1016648,102366
58841,59373,Auto,221.0,4025,123920,262684,1016648,102366
52601,61500,Biolysis (dot),11370.0,4025,123920,274054,1016648,102366
60741,61541,Broil IV,41396.0,4025,123920,274054,1058044,102366
61961,62493,Auto,221.0,4246,123920,274054,1058044,102366
63141,63941,Broil IV,41396.0,4246,123920,274054,1099440,102366
52601,64500,Biolysis (dot),11370.0,4246,123920,285424,1099440,102366
65541,66341,Broil IV,41396.0,4246,123920,285424,1140836,102366
66041,66573,Auto,221.0,4467,123920,285424,1140836,102366
52601,67500,Biolysis (dot),11370.0,4467,123920,296794,1140836,102366
