sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,31288.617,300.405,30278.624,380.435,226300,22809402,286588
Souleater,73,44318.521,46.514,4294.675,131.725,35040,3235252,99231
Syphon Strike,73,35146.425,36.824,3405.856,104.469,27740,2565689,78698
Edge of Shadow,47,50354.106,28.7,3141.63,124.495,21620,2366643,93784
Bloodspiller,37,58657.378,29.47,2881.022,126.089,22200,2170323,94985
Auto,255,8428.376,30.465,2853.03,47.28,22950,2149236,35617
Hard Slash,73,27593.644,29.071,2673.955,81.954,21900,2014336,61737
Torcleaver,13,85686.385,14.151,1478.691,110.729,10660,1113923,83414
Shadowbringer,14,70234.143,11.151,1305.265,95.101,8400,983278,71641
Comeuppance,13,75234.846,12.425,1298.329,97.223,9360,978053,73240
Scarlet Delirium,13,64784.308,10.699,1117.984,83.716,8060,842196,63065
Disesteem,7,117063.714,9.292,1087.784,112.084,7000,819446,84435
Carve and Spit,13,56425.769,9.319,973.74,72.915,7020,733535,54928
Disesteem (pet),7,76822.429,5.761,713.852,73.56,4340,537757,55414
Shadowbringer (pet),7,70625.714,5.297,656.271,67.626,3990,494380,50944
Salt and Darkness,9,50174.667,5.974,599.445,53.671,4500,451572,40431
Abyssal Drain (pet),7,52035.857,3.903,483.53,49.826,2940,364251,37535
Bloodspiller (pet),7,52035.857,3.903,483.53,49.826,2940,364251,37535
Edge of Shadow (pet),7,52035.857,3.903,483.53,49.826,2940,364251,37535
Salted Earth (dot),45,4833.889,2.987,288.756,11.423,2250,217525,8605
Salted Earth,9,4833.889,0.597,57.751,5.108,450,43505,3848
