sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,64164.841,276.37,40906.477,631.603,207650,30734959,474553
Blizzard in Cyan,27,125669.222,30.904,4515.981,235.264,23220,3393069,176765
Comet in Black,21,145836.476,26.273,4076.101,242.305,19740,3062566,182055
Stone in Yellow,20,130299.5,23.957,3468.424,209.313,18000,2605990,157267
Hammer Brush,14,156411.429,10.807,2914.446,22.705,8120,2189760,17059
Polishing Hammer,14,154624.0,11.18,2881.14,22.351,8400,2164736,16793
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Hammer Stamp,14,150964.071,10.435,2812.944,21.915,7840,2113497,16466
Thunder in Magenta,14,146145.929,17.515,2723.167,198.112,13160,2046043,148851
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,164031.556,11.978,1964.85,178.039,9000,1476284,133769
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,193005.714,10.248,1798.157,184.767,7700,1351040,138824
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,186373.4,7.32,1240.262,151.176,5500,931867,113586
Mog of the Ages,5,158123.2,6.655,1052.265,128.15,5000,790616,96285
Fanged Muse,5,129859.0,5.324,864.175,105.546,4000,649295,79302
Winged Muse,5,126416.6,5.324,841.266,102.369,4000,632083,76915
Clawed Muse,5,115712.6,5.324,770.034,93.061,4000,578563,69921
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
