sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,67546.088,276.37,43062.095,669.165,207650,32354576,502775
Blizzard in Cyan,27,130531.556,30.904,4690.711,245.293,23220,3524352,184300
Comet in Black,21,155561.524,26.273,4347.914,258.679,19740,3266792,194358
Stone in Yellow,20,133925.65,23.957,3564.948,215.454,18000,2678513,161881
Hammer Brush,14,168467.5,10.807,3139.089,24.701,8120,2358545,18559
Hammer Stamp,14,162601.5,10.435,3029.787,23.839,7840,2276421,17911
Polishing Hammer,14,162323.786,11.18,3024.612,23.607,8400,2272533,17737
Thunder in Magenta,14,154823.786,17.515,2884.863,209.633,13160,2167533,157507
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Rainbow Drip,9,180152.889,11.978,2157.959,194.988,9000,1621376,146504
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Star Prism,7,218699.0,10.248,2037.531,206.52,7700,1530893,155168
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Retribution of the Madeen,5,208659.4,7.32,1388.569,168.091,5500,1043297,126295
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Mog of the Ages,5,172920.0,6.655,1150.733,139.974,5000,864600,105169
Fanged Muse,5,142175.0,5.324,946.134,115.493,4000,710875,86775
Winged Muse,5,138254.2,5.324,920.042,111.84,4000,691271,84031
Clawed Muse,5,119605.0,5.324,795.937,96.531,4000,598025,72528
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
