sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7083.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,42134.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
6493,7025,Auto,11495.0,0,25324,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
7500,8123,Gnashing Fang,60423.0,0,25324,0,0,0,30619,0,0,0,60423,0,0,23916,0,0,0,0,42134,0,0,0
8125,8927,Jugular Rip,30209.0,0,25324,0,0,0,30619,0,0,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
9293,9825,Auto,11495.0,0,36819,0,0,0,30619,0,0,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
10000,10716,Double Down,137339.0,0,36819,0,0,0,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
10625,11252,Bow Shock,20595.0,0,36819,0,20595,0,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
11250,11875,Blasting Zone,109870.0,0,36819,109870,20595,0,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
12093,12625,Auto,11495.0,0,48314,109870,20595,0,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,0,0,0
12500,13081,Sonic Break,46686.0,0,48314,109870,20595,0,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,46686,0,0
10625,13500,Bow Shock (dot),8236.0,0,48314,109870,20595,8236,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,46686,0,0
12500,13500,Sonic Break (dot),16477.0,0,48314,109870,20595,8236,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,46686,16477,0
14893,15425,Auto,11495.0,0,59809,109870,20595,8236,30619,0,137339,0,60423,0,30209,23916,0,0,0,0,42134,46686,16477,0
15000,15625,Savage Claw,68664.0,0,59809,109870,20595,8236,30619,0,137339,0,60423,0,30209,23916,0,0,0,68664,42134,46686,16477,0
15625,16382,Abdomen Tear,35702.0,35702,59809,109870,20595,8236,30619,0,137339,0,60423,0,30209,23916,0,0,0,68664,42134,46686,16477,0
10625,16500,Bow Shock (dot),8236.0,35702,59809,109870,20595,16472,30619,0,137339,0,60423,0,30209,23916,0,0,0,68664,42134,46686,16477,0
12500,16500,Sonic Break (dot),16477.0,35702,59809,109870,20595,16472,30619,0,137339,0,60423,0,30209,23916,0,0,0,68664,42134,46686,32954,0
