sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,54025.0,21,54025,0,0,49391,0,0
3901,4433,Auto,22.0,43,54025,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),13068.0,43,54025,13068,0,49391,0,0
5841,6511,Dosis III,62464.0,43,116489,13068,0,49391,0,0
6701,7233,Auto,28.0,71,116489,13068,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),13068.0,71,116489,26136,0,49391,0,0
7322,7992,Phlegma III,128813.0,71,116489,26136,128813,49391,0,0
7942,9042,Psyche,128813.0,71,116489,26136,128813,49391,128813,0
9501,10033,Auto,28.0,99,116489,26136,128813,49391,128813,0
9762,10432,Phlegma III,128813.0,99,116489,26136,257626,49391,128813,0
940,10500,Eukrasian Dosis III (dot),13068.0,99,116489,39204,257626,49391,128813,0
940,13500,Eukrasian Dosis III (dot),13068.0,99,116489,52272,257626,49391,128813,0
13163,13833,Dosis III,70912.0,99,187401,52272,257626,49391,128813,0
13663,14195,Auto,28.0,127,187401,52272,257626,49391,128813,0
15603,16273,Dosis III,70912.0,127,258313,52272,257626,49391,128813,0
940,16500,Eukrasian Dosis III (dot),13068.0,127,258313,65340,257626,49391,128813,0
16463,16995,Auto,28.0,155,258313,65340,257626,49391,128813,0
18044,18714,Dosis III,70912.0,155,329225,65340,257626,49391,128813,0
940,19500,Eukrasian Dosis III (dot),13068.0,155,329225,78408,257626,49391,128813,0
19263,19795,Auto,28.0,183,329225,78408,257626,49391,128813,0
20484,21154,Dosis III,70912.0,183,400137,78408,257626,49391,128813,0
940,22500,Eukrasian Dosis III (dot),13068.0,183,400137,91476,257626,49391,128813,0
22924,23594,Dosis III,70912.0,183,471049,91476,257626,49391,128813,0
23424,23956,Auto,28.0,211,471049,91476,257626,49391,128813,0
940,25500,Eukrasian Dosis III (dot),13068.0,211,471049,104544,257626,49391,128813,0
26224,26756,Auto,21.0,232,471049,104544,257626,49391,128813,0
25406,28500,Eukrasian Dosis III (dot),16336.0,232,471049,120880,257626,49391,128813,0
27866,28536,Dosis III,54025.0,232,525074,120880,257626,49391,128813,0
29024,29556,Auto,21.0,253,525074,120880,257626,49391,128813,0
30307,30977,Dosis III,54025.0,253,579099,120880,257626,49391,128813,0
25406,31500,Eukrasian Dosis III (dot),16336.0,253,579099,137216,257626,49391,128813,0
32747,33417,Dosis III,49912.0,253,629011,137216,257626,49391,128813,0
33247,33779,Auto,21.0,274,629011,137216,257626,49391,128813,0
25406,34500,Eukrasian Dosis III (dot),16336.0,274,629011,153552,257626,49391,128813,0
35188,35858,Dosis III,49912.0,274,678923,153552,257626,49391,128813,0
36047,36579,Auto,21.0,295,678923,153552,257626,49391,128813,0
25406,37500,Eukrasian Dosis III (dot),16336.0,295,678923,169888,257626,49391,128813,0
37628,38298,Dosis III,49912.0,295,728835,169888,257626,49391,128813,0
38847,39379,Auto,21.0,316,728835,169888,257626,49391,128813,0
25406,40500,Eukrasian Dosis III (dot),16336.0,316,728835,186224,257626,49391,128813,0
40069,40739,Dosis III,49912.0,316,778747,186224,257626,49391,128813,0
42509,43179,Dosis III,49912.0,316,828659,186224,257626,49391,128813,0
25406,43500,Eukrasian Dosis III (dot),16336.0,316,828659,202560,257626,49391,128813,0
43009,43541,Auto,21.0,337,828659,202560,257626,49391,128813,0
44949,45619,Dosis III,49884.0,337,878543,202560,257626,49391,128813,0
45809,46341,Auto,21.0,358,878543,202560,257626,49391,128813,0
25406,46500,Eukrasian Dosis III (dot),16336.0,358,878543,218896,257626,49391,128813,0
47390,48060,Dosis III,49884.0,358,928427,218896,257626,49391,128813,0
48609,49141,Auto,21.0,379,928427,218896,257626,49391,128813,0
25406,49500,Eukrasian Dosis III (dot),16336.0,379,928427,235232,257626,49391,128813,0
49830,50500,Dosis III,49884.0,379,978311,235232,257626,49391,128813,0
25406,52500,Eukrasian Dosis III (dot),16336.0,379,978311,251568,257626,49391,128813,0
52271,52941,Dosis III,49884.0,379,1028195,251568,257626,49391,128813,0
52771,53303,Auto,21.0,400,1028195,251568,257626,49391,128813,0
