sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,220.0,220,0,11258,0,0
3140,3940,Broil IV,44354.0,220,0,11258,44354,0
-200,4500,Biolysis (dot),11258.0,220,0,22516,44354,0
4620,5152,Auto,220.0,440,0,22516,44354,0
4600,5400,Broil IV,44354.0,440,0,22516,88708,0
-200,7500,Biolysis (dot),11258.0,440,0,33774,88708,0
7940,8740,Broil IV,46696.0,440,0,33774,135404,0
8440,8972,Auto,231.0,671,0,33774,135404,0
8543,9613,Energy Drain,14604.0,671,0,33774,135404,14604
-200,10500,Biolysis (dot),11258.0,671,0,45032,135404,14604
10340,11140,Broil IV,46696.0,671,0,45032,182100,14604
10943,12013,Energy Drain,14604.0,671,0,45032,182100,29208
11560,12092,Auto,231.0,902,0,45032,182100,29208
-200,13500,Biolysis (dot),11258.0,902,0,56290,182100,29208
12740,13540,Broil IV,46696.0,902,0,56290,228796,29208
13343,14413,Energy Drain,14604.0,902,0,56290,228796,43812
15140,15940,Broil IV,46696.0,902,0,56290,275492,43812
15640,16172,Auto,231.0,1133,0,56290,275492,43812
-200,16500,Biolysis (dot),11258.0,1133,0,67548,275492,43812
17540,18340,Broil IV,46696.0,1133,0,67548,322188,43812
18760,19292,Auto,231.0,1364,0,67548,322188,43812
18143,19500,Baneful Impaction (dot),21214.0,1364,21214,67548,322188,43812
-200,19500,Biolysis (dot),11258.0,1364,21214,78806,322188,43812
19940,20740,Broil IV,46696.0,1364,21214,78806,368884,43812
20543,21613,Energy Drain,14604.0,1364,21214,78806,368884,58416
-200,22500,Biolysis (dot),11258.0,1364,21214,90064,368884,58416
18143,22500,Baneful Impaction (dot),21214.0,1364,42428,90064,368884,58416
22340,23140,Broil IV,46696.0,1364,42428,90064,415580,58416
22840,23372,Auto,231.0,1595,42428,90064,415580,58416
22943,24013,Energy Drain,14604.0,1595,42428,90064,415580,73020
24420,25490,Energy Drain,14604.0,1595,42428,90064,415580,87624
23800,25500,Biolysis (dot),12829.0,1595,42428,102893,415580,87624
18143,25500,Baneful Impaction (dot),21214.0,1595,63642,102893,415580,87624
25960,26492,Auto,231.0,1826,63642,102893,415580,87624
27140,27940,Broil IV,44354.0,1826,63642,102893,459934,87624
18143,28500,Baneful Impaction (dot),21214.0,1826,84856,102893,459934,87624
23800,28500,Biolysis (dot),12829.0,1826,84856,115722,459934,87624
29541,30341,Broil IV,44354.0,1826,84856,115722,504288,87624
30041,30573,Auto,220.0,2046,84856,115722,504288,87624
23800,31500,Biolysis (dot),12829.0,2046,84856,128551,504288,87624
18143,31500,Baneful Impaction (dot),21214.0,2046,106070,128551,504288,87624
31941,32741,Broil IV,40986.0,2046,106070,128551,545274,87624
33161,33693,Auto,220.0,2266,106070,128551,545274,87624
23800,34500,Biolysis (dot),12829.0,2266,106070,141380,545274,87624
34341,35141,Broil IV,40986.0,2266,106070,141380,586260,87624
23800,37500,Biolysis (dot),12829.0,2266,106070,154209,586260,87624
