sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12932.0,42,53462,12932,0,49391,0,0
5841,6511,Dosis III,53462.0,42,106924,12932,0,49391,0,0
6701,7233,Auto,22.0,64,106924,12932,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12932.0,64,106924,25864,0,49391,0,0
7322,7992,Phlegma III,102231.0,64,106924,25864,102231,49391,0,0
7942,9042,Psyche,102231.0,64,106924,25864,102231,49391,102231,0
9501,10033,Auto,22.0,86,106924,25864,102231,49391,102231,0
9762,10432,Phlegma III,102231.0,86,106924,25864,204462,49391,102231,0
940,10500,Eukrasian Dosis III (dot),12932.0,86,106924,38796,204462,49391,102231,0
940,13500,Eukrasian Dosis III (dot),12932.0,86,106924,51728,204462,49391,102231,0
13163,13833,Dosis III,56279.0,86,163203,51728,204462,49391,102231,0
13663,14195,Auto,22.0,108,163203,51728,204462,49391,102231,0
15603,16273,Dosis III,56279.0,108,219482,51728,204462,49391,102231,0
940,16500,Eukrasian Dosis III (dot),12932.0,108,219482,64660,204462,49391,102231,0
16463,16995,Auto,22.0,130,219482,64660,204462,49391,102231,0
18044,18714,Dosis III,56279.0,130,275761,64660,204462,49391,102231,0
940,19500,Eukrasian Dosis III (dot),12932.0,130,275761,77592,204462,49391,102231,0
19263,19795,Auto,22.0,152,275761,77592,204462,49391,102231,0
20484,21154,Dosis III,56279.0,152,332040,77592,204462,49391,102231,0
940,22500,Eukrasian Dosis III (dot),12932.0,152,332040,90524,204462,49391,102231,0
22924,23594,Dosis III,56279.0,152,388319,90524,204462,49391,102231,0
23424,23956,Auto,22.0,174,388319,90524,204462,49391,102231,0
940,25500,Eukrasian Dosis III (dot),12932.0,174,388319,103456,204462,49391,102231,0
26224,26756,Auto,21.0,195,388319,103456,204462,49391,102231,0
25406,28500,Eukrasian Dosis III (dot),13613.0,195,388319,117069,204462,49391,102231,0
27866,28536,Dosis III,53462.0,195,441781,117069,204462,49391,102231,0
29024,29556,Auto,21.0,216,441781,117069,204462,49391,102231,0
30307,30977,Dosis III,53462.0,216,495243,117069,204462,49391,102231,0
25406,31500,Eukrasian Dosis III (dot),13613.0,216,495243,130682,204462,49391,102231,0
32747,33417,Dosis III,49391.0,216,544634,130682,204462,49391,102231,0
33247,33779,Auto,21.0,237,544634,130682,204462,49391,102231,0
25406,34500,Eukrasian Dosis III (dot),13613.0,237,544634,144295,204462,49391,102231,0
35188,35858,Dosis III,49391.0,237,594025,144295,204462,49391,102231,0
36047,36579,Auto,21.0,258,594025,144295,204462,49391,102231,0
25406,37500,Eukrasian Dosis III (dot),13613.0,258,594025,157908,204462,49391,102231,0
37628,38298,Dosis III,49391.0,258,643416,157908,204462,49391,102231,0
38847,39379,Auto,21.0,279,643416,157908,204462,49391,102231,0
25406,40500,Eukrasian Dosis III (dot),13613.0,279,643416,171521,204462,49391,102231,0
40069,40739,Dosis III,49391.0,279,692807,171521,204462,49391,102231,0
42509,43179,Dosis III,49391.0,279,742198,171521,204462,49391,102231,0
25406,43500,Eukrasian Dosis III (dot),13613.0,279,742198,185134,204462,49391,102231,0
43009,43541,Auto,21.0,300,742198,185134,204462,49391,102231,0
44949,45619,Dosis III,49391.0,300,791589,185134,204462,49391,102231,0
45809,46341,Auto,21.0,321,791589,185134,204462,49391,102231,0
25406,46500,Eukrasian Dosis III (dot),13613.0,321,791589,198747,204462,49391,102231,0
47390,48060,Dosis III,49391.0,321,840980,198747,204462,49391,102231,0
48609,49141,Auto,21.0,342,840980,198747,204462,49391,102231,0
25406,49500,Eukrasian Dosis III (dot),13613.0,342,840980,212360,204462,49391,102231,0
49830,50500,Dosis III,49391.0,342,890371,212360,204462,49391,102231,0
25406,52500,Eukrasian Dosis III (dot),13613.0,342,890371,225973,204462,49391,102231,0
52271,52941,Dosis III,49391.0,342,939762,225973,204462,49391,102231,0
52771,53303,Auto,21.0,363,939762,225973,204462,49391,102231,0
