sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,233.0,455,0,22516,44823,0
4600,5400,Broil IV,47063.0,455,0,22516,91886,0
-200,7500,Biolysis (dot),11258.0,455,0,33774,91886,0
7940,8740,Broil IV,55614.0,455,0,33774,147500,0
8440,8972,Auto,275.0,730,0,33774,147500,0
8543,9613,Energy Drain,17392.0,730,0,33774,147500,17392
-200,10500,Biolysis (dot),11258.0,730,0,45032,147500,17392
10340,11140,Broil IV,55614.0,730,0,45032,203114,17392
10943,12013,Energy Drain,17392.0,730,0,45032,203114,34784
11560,12092,Auto,275.0,1005,0,45032,203114,34784
-200,13500,Biolysis (dot),11258.0,1005,0,56290,203114,34784
12740,13540,Broil IV,55614.0,1005,0,56290,258728,34784
13343,14413,Energy Drain,17392.0,1005,0,56290,258728,52176
15140,15940,Broil IV,55614.0,1005,0,56290,314342,52176
15640,16172,Auto,275.0,1280,0,56290,314342,52176
-200,16500,Biolysis (dot),11258.0,1280,0,67548,314342,52176
17540,18340,Broil IV,55614.0,1280,0,67548,369956,52176
18760,19292,Auto,275.0,1555,0,67548,369956,52176
-200,19500,Biolysis (dot),11258.0,1555,0,78806,369956,52176
18143,19500,Baneful Impaction (dot),25265.0,1555,25265,78806,369956,52176
19940,20740,Broil IV,55614.0,1555,25265,78806,425570,52176
20543,21613,Energy Drain,17392.0,1555,25265,78806,425570,69568
-200,22500,Biolysis (dot),11258.0,1555,25265,90064,425570,69568
18143,22500,Baneful Impaction (dot),25265.0,1555,50530,90064,425570,69568
22340,23140,Broil IV,55614.0,1555,50530,90064,481184,69568
22840,23372,Auto,275.0,1830,50530,90064,481184,69568
22943,24013,Energy Drain,17392.0,1830,50530,90064,481184,86960
24420,25490,Energy Drain,17392.0,1830,50530,90064,481184,104352
23800,25500,Biolysis (dot),15279.0,1830,50530,105343,481184,104352
18143,25500,Baneful Impaction (dot),25265.0,1830,75795,105343,481184,104352
25960,26492,Auto,238.0,2068,75795,105343,481184,104352
27140,27940,Broil IV,44823.0,2068,75795,105343,526007,104352
23800,28500,Biolysis (dot),15279.0,2068,75795,120622,526007,104352
18143,28500,Baneful Impaction (dot),25265.0,2068,101060,120622,526007,104352
29541,30341,Broil IV,44823.0,2068,101060,120622,570830,104352
30041,30573,Auto,222.0,2290,101060,120622,570830,104352
23800,31500,Biolysis (dot),15279.0,2290,101060,135901,570830,104352
18143,31500,Baneful Impaction (dot),25265.0,2290,126325,135901,570830,104352
31941,32741,Broil IV,41419.0,2290,126325,135901,612249,104352
33161,33693,Auto,222.0,2512,126325,135901,612249,104352
23800,34500,Biolysis (dot),15279.0,2512,126325,151180,612249,104352
34341,35141,Broil IV,41419.0,2512,126325,151180,653668,104352
23800,37500,Biolysis (dot),15279.0,2512,126325,166459,653668,104352
36741,37541,Broil IV,41419.0,2512,126325,166459,695087,104352
37241,37773,Auto,222.0,2734,126325,166459,695087,104352
39141,39941,Broil IV,41419.0,2734,126325,166459,736506,104352
23800,40500,Biolysis (dot),15279.0,2734,126325,181738,736506,104352
40361,40893,Auto,222.0,2956,126325,181738,736506,104352
41541,42341,Broil IV,41419.0,2956,126325,181738,777925,104352
23800,43500,Biolysis (dot),15279.0,2956,126325,197017,777925,104352
43941,44741,Broil IV,41396.0,2956,126325,197017,819321,104352
44441,44973,Auto,221.0,3177,126325,197017,819321,104352
23800,46500,Biolysis (dot),15279.0,3177,126325,212296,819321,104352
46341,47141,Broil IV,41396.0,3177,126325,212296,860717,104352
47561,48093,Auto,221.0,3398,126325,212296,860717,104352
23800,49500,Biolysis (dot),15279.0,3398,126325,227575,860717,104352
48741,49541,Broil IV,41396.0,3398,126325,227575,902113,104352
51141,51941,Broil IV,41396.0,3398,126325,227575,943509,104352
51641,52173,Auto,221.0,3619,126325,227575,943509,104352
23800,52500,Biolysis (dot),15279.0,3619,126325,242854,943509,104352
54761,55293,Auto,221.0,3840,126325,242854,943509,104352
52601,55500,Biolysis (dot),11370.0,3840,126325,254224,943509,104352
55941,56741,Broil IV,41396.0,3840,126325,254224,984905,104352
52601,58500,Biolysis (dot),11370.0,3840,126325,265594,984905,104352
58341,59141,Broil IV,41396.0,3840,126325,265594,1026301,104352
58841,59373,Auto,221.0,4061,126325,265594,1026301,104352
52601,61500,Biolysis (dot),11370.0,4061,126325,276964,1026301,104352
60741,61541,Broil IV,41396.0,4061,126325,276964,1067697,104352
61961,62493,Auto,221.0,4282,126325,276964,1067697,104352
63141,63941,Broil IV,41396.0,4282,126325,276964,1109093,104352
52601,64500,Biolysis (dot),11370.0,4282,126325,288334,1109093,104352
65541,66341,Broil IV,41396.0,4282,126325,288334,1150489,104352
66041,66573,Auto,221.0,4503,126325,288334,1150489,104352
52601,67500,Biolysis (dot),11370.0,4503,126325,299704,1150489,104352
